index,game,category,question,answer,amount,media,dj
234,8049,CANDY,"This Dallas-based department store calls its chocolate, caramel & nut confections Texas brags",Neiman Marcus,2000,,True
235,8050,CONGRESS,"On April 25, 1789 the Senate elected its first of these officials who open the sessions with prayer",chaplains,200,,False
236,8050,CONGRESS,Section 7 of the Constitution requires a yea-and-nay vote on the question of overriding one of these,a veto,400,,False
237,8050,CONGRESS,"From 1836 to 1844 a ""gag rule"" forbade house debate on any bill dealing with the abolition of this",slavery,600,,False
238,8050,CONGRESS,In 1970 Congress repealed this resolution authorizing military action in Vietnam,The Gulf of Tonkin Resolution,800,,False
239,8050,CONGRESS,"Dennis Chavez & Octaviano Larrazolo, the first 2 Hispanic senators, represented this state",New Mexico,1000,,False
240,8050,WOMEN IN SPORTS,From 1982 to 1993 only 2 women won the singles at Wimbledon: Martina Navratilova & this German,Steffi Graf,200,,False
241,8050,WOMEN IN SPORTS,"In the 1976 Olympics, this Romanian received a perfect 10 on the uneven bars",Nadia Comaneci,400,,False
242,8050,WOMEN IN SPORTS,This American runner holds the world record in both the 100-meter & 200-meter sprints,Flo-Jo,600,,False
243,8050,WOMEN IN SPORTS,"In 1992 & 1994, she won an Olympic gold medal in the 1,000-meter speed skating event",(Bonnie) Blair,800,,False
244,8050,WOMEN IN SPORTS,"Women in this sport who won the Sullivan Award include Debbie Meyer, Tracy Caulkins & Janet Evans",Swimming,1000,,False
245,8050,BAVARIA,"Germany's highest mountain, the 9,720-foot Zugspitze, is in this range",The Alps,200,,False
246,8050,BAVARIA,A museum in Schrobenhausen is devoted to this spear vegetable,asparagus,400,,False
247,8050,BAVARIA,"It starts in late September & lasts for 2 weeks, during which a few million liters of beer are consumed",Oktoberfest,600,,False
248,8050,BAVARIA,This Bavarian city hosted the 1972 Olympics,Munich,800,,False
249,8050,BAVARIA,Famous painters born in Bavaria include this elder & younger pair with the same name,(Hans) Holbein,1000,,False
250,8050,AWARDS,In 1985 this greeting card company won the National Medal of Arts for its contribution to American culture,Hallmark,200,,False
251,8050,AWARDS,This Tibetan received the Franklin Delano Roosevelt Freedom Medal in 1994,the Dalai Lama,400,,False
252,8050,AWARDS,"This ""Mood Indigo"" composer was the NAACP's Spingarn Medal winner in 1959",Duke Ellington,600,,False
253,8050,AWARDS,"In 1954 he won an Edgar Allan Poe award for his novel ""The Long Goodbye""",Raymond Chandler,800,,False
254,8050,AWARDS,In 1965 this oral polio vaccine developer was given an Albert Lasker Medical Research Award,(Albert) Sabin,1000,,False
255,8050,NATURE,These members of a pride do most of the hunting & killing,the females (the lionesses),200,,False
256,8050,NATURE,"On summer nights in Austin, Texas swarms of these mammals emerge from under the Congress Ave. Bridge to feed",bats,400,,False
257,8050,NATURE,"It can pinch, bite & sting its prey anytime, not just between October 23 & November 21",a scorpion,600,,False
258,8050,NATURE,These bivalves stay under the mud by extending their siphons into the water,clams,800,,False
259,8050,NATURE,"The Greeks called licorice glykyrrhiza, ""sweet"" this, the part of the plant it came from",sweet root,1000,,False
260,8050,"""A"" PLUS",Some biologists classify the blue-green types of these simple organisms as bacteria,algae,200,,False
261,8050,"""A"" PLUS","It precedes mail, sick & mattress",air,400,,False
262,8050,"""A"" PLUS","A city in southeast Texas, or a famous chipmunk",Alvin,600,,False
263,8050,"""A"" PLUS",It's an automaton that resembles a human being,an android,800,,False
264,8050,"""A"" PLUS","It's been said this California city stands for ""everything from A to Z in the USA""",Azusa,1000,,False
265,8050,HISTORIC NAMES,In 1914 this future Italian dictator was expelled from the Socialist Party,Mussolini,400,,True
266,8050,HISTORIC NAMES,This second king of Egypt's fourth dynasty built one of the 7 Wonders of the Ancient World,Cheops,800,,True
267,8050,HISTORIC NAMES,He was the last Dutch governor of New Netherland,Peter Stuyvesant,1200,,True
268,8050,HISTORIC NAMES,"Elected president of Mexico in 1861, he had earlier presided over the Supreme Court",Benito Juarez,1600,,True
269,8050,HISTORIC NAMES,"This deranged Roman was known as ""The Horse Emperor""",Caligula,2000,,True
270,8050,SHAKESPEARE,"Dying at the hands of Romeo, Paris asks to be put in this woman's tomb",Juliet,400,,True
271,8050,SHAKESPEARE,After Caesar's murder he shakes the bloody hands of all the conspirators,Mark Antony,800,,True
272,8050,SHAKESPEARE,"1st line of the soliloquy that ends, ""The fair Ophelia--nymph, in thy orisons be all my sins remembered""","""To be or not to be""",1200,,True
273,8050,SHAKESPEARE,"Gremio asks him, ""Will you woo this wild-cat?""",Petruchio,1600,,True
274,8050,SHAKESPEARE,"Macbeth tells 2 murderers ""to leave no rubs nor botches"" in killing this man who returns as a ghost",Banquo,2000,,True
275,8050,INTERNATIONAL CHEESE,This country's Manchego cheese is made from the milk of manchego sheep in La Mancha,Spain,400,,True
276,8050,INTERNATIONAL CHEESE,This country's Coulommiers Cheese is quite similar to its Brie de Meaux,France,800,,True
277,8050,INTERNATIONAL CHEESE,"Sapsago, which is flavored with clover, has been made in this Alpine country for hundreds of years",Switzerland,1200,,True
278,8050,INTERNATIONAL CHEESE,"Gjetost, a brown cheese from this Scandinavian country, is made from the whey of cow's milk & goat's milk",Norway,1600,,True
279,8050,INTERNATIONAL CHEESE,The celebrated pungent odor of this Belgian cheese becomes even stronger as it ripens,Limburger,2000,,True
280,8050,COMPOSERS,"Sadly, he died of a brain tumor less than 2 years after the premiere of his opera ""Porgy and Bess""",George Gershwin,400,,True
281,8050,COMPOSERS,"""The American Maid"" is a 1913 operetta by this ""March King""",(John Philip) Sousa,800,,True
282,8050,COMPOSERS,This great German composer had 20 children; 4 of them became prominent composers,Bach,1200,,True
283,8050,COMPOSERS,"This ""Firebird"" composer's ballet score ""Pulcinella"" was based on music by an 18th century composer",Stravinsky,1600,,True
284,8050,COMPOSERS,"It was the native country of composer Zoltan Kodaly who wrote the 1926 opera ""Hary Janos""",Hungary,2000,,True
285,8050,MOVIES,"""Conan the Destroyer"" was a 1984 sequel to this adventure film full of muscle & mayhem",Conan the Barbarian,400,,True
286,8050,MOVIES,"Robert Evans was originally set to co-star with Jack Nicholson in ""The Two Jakes"", a sequel to this 1974 film",Chinatown,800,,True
287,8050,MOVIES,"Lesley Ann Warren starred in ""Clue"" & Alicia Silverstone was in this comedy whose title is 4 letters longer",Clueless,1200,,True
288,8050,MOVIES,"Film in which Bogie said, ""You'll excuse me, gentlemen. Your business is politics. Mine is running a saloon""",Casablanca,1600,,True
289,8050,MOVIES,Tommy Lee Jones played Loretta Lynn's husband Mooney in this movie bio that won Sissy Spacek an Oscar,Coal Miner's Daughter,2000,,True
290,8050,AMERICAN HODGEPODGE,In the 1700s the poets known as the Hartford Wits were also known as this state's Wits,Connecticut,400,,True
291,8050,AMERICAN HODGEPODGE,The first successful U.S. car powered by this was built by the Duryea Brothers in 1893,Gasoline,800,,True
292,8050,AMERICAN HODGEPODGE,A story says this keelboatman scared Davy Crockett's wife by dressing up in an alligator skin,Mike Fink,1200,,True
293,8050,AMERICAN HODGEPODGE,"The name of these Native American people may mean ""true Ute"" or ""water Ute""",Paiute,1600,,True
294,8050,AMERICAN HODGEPODGE,"The International Peace Garden lies on this ""Peace Garden State""'s border with Manitoba",North Dakota,2000,,True
295,8051,PORTUGAL,St. George's Castle is one of the best places from which to view this capital city,Lisbon,200,,False
296,8051,PORTUGAL,"Fados, sad Portuguese folk songs, are accompanied by a lute & this stringed instrument",a guitar,400,,False
297,8051,PORTUGAL,"By law, all Portuguese jewelry made of this metal must be at least 19.2 karats",gold,600,,False
298,8051,PORTUGAL,"The Gulbenkian museum contains many works bought from this St. Petersburg, Russia museum",the Hermitage,800,,False
299,8051,PORTUGAL,Each year thousands make the pilgrimage to this town where the Virgin Mary reportedly appeared in 1917,Fatima,1000,,False
300,8051,COMEDIANS,"Michael Palin was one of ""the knights who say 'Ni'"" in a 1975 film by this comedy troupe",Monty Python,200,,False
301,8051,COMEDIANS,"His first film, ""The Big Broadcast of 1938"", featured his future theme song—""Thanks for the Memory""",Bob Hope,400,,False
302,8051,COMEDIANS,"This Oscar winner for ""Ghost"" was born Caryn Johnson in 1949",Whoopi Goldberg,600,,False
303,8051,COMEDIANS,Leo is the first name of this comedian who bashes watermelons with his Sledge-O-Matic,Gallagher,800,,False
304,8051,COMEDIANS,This comedy partner of Dudley Moore passed away in 1995 at age 57,(Peter) Cook,1000,,False
305,8051,TRANSPORTATION,States that have special Razorback Logo license plates are Tennessee & this one,Arkansas,200,,False
306,8051,TRANSPORTATION,Gee is a wagon driver's command to the horses to turn in this direction,right,400,,False
307,8051,TRANSPORTATION,"NASA put up a balloon ""scarecrow"" in 1995 to stop these birds from damaging the Space Shuttles",woodpeckers,600,,False
308,8051,TRANSPORTATION,It's the term for a sailboat slip or a bed on a train,a berth,800,,False
309,8051,TRANSPORTATION,"A standard one is 40 feet long, can seat about 50 passengers & averages 40,000 miles a year",a bus,1000,,False
310,8051,1959,In January the publisher of this city's Sun-Times bought a controlling interest in its Daily News,Chicago,200,,False
311,8051,1959,"At a state dinner Fred Waring played ""Zip-A- dee-doo-dah"" for this premier who couldn't visit Disneyland",Khrushchev,400,,False
312,8051,1959,"In terms of circulation, it was the top magazine in 1959",Readers Digest,600,,False
313,8051,1959,In August William F. Quinn was sworn in as its first governor,Hawaii,800,,False
314,8051,1959,"On June 26 this state's governor, Earl Long, was released from his week-long stay in a mental hospital",Louisiana,1000,,False
315,8051,CONTAINERS,"I'm a little one, short & stout, here is my handle, here is my spout",a teapot,200,,False
316,8051,CONTAINERS,"""A book of verses underneath the bough,"" this container ""of wine, a loaf of bread—and thou""",a jug,400,,False
317,8051,CONTAINERS,Swords are carried in scabbards & arrows are carried in these,a quiver,600,,False
318,8051,CONTAINERS,"This small, sealed glass container for medicine can be spelled with a ""v"" or a ""ph""",a vial,800,,False
319,8051,CONTAINERS,Arthur Miller play that's also a container in which metals are melted at high heat,The Crucible,1000,,False
320,8051,"""D"" ANIMALS","The cry of the Muntjac, one of these antlered animals, resembles a dog's bark",a deer,200,,False
321,8051,"""D"" ANIMALS",A hinny is the offspring of a male horse & the female of this animal,a donkey,400,,False
322,8051,"""D"" ANIMALS",The Bedouins use this one-humped camel for riding & racing,a dromedary,600,,False
323,8051,"""D"" ANIMALS",The Aborigines sometimes use this wild dog for hunting,a dingo,800,,False
324,8051,"""D"" ANIMALS",This endangered sea cow can live 70 years,a dugong,1000,,False
325,8051,SCIENCE,"Genes on this sex chromosome control color vision, blood clotting & muscular dystrophy",the X chromosome,400,,True
326,8051,SCIENCE,An amoeba of the Endamoeba genus lives in this kitchen insect pest,the (cock)roach,800,,True
327,8051,SCIENCE,Honeybees get their sugar from nectar & their protein & fat from this,pollen,1200,,True
328,8051,SCIENCE,"The Moon has 2 main types of surfaces: highlands & these, both of which have craters",maria (seas),1600,,True
329,8051,SCIENCE,Gold & other precious metals are measured on this weight system that has 12 ounces to the pound,troy,2000,,True
330,8051,MUSEUMS,The Rhode Island School of Design in this city has one of the nation's best college art collections,Providence,400,,True
331,8051,MUSEUMS,Piano recitals are held at the Franz Liszt Museum in this Hungarian city,Budapest,800,,True
332,8051,MUSEUMS,George II presented the Royal Library of the Kings of England to this museum in 1757,the British Museum,1200,,True
333,8051,MUSEUMS,The Frick Art Museum & Sarah Scaife Gallery are high points of this Pennsylvania city,Pittsburgh,1600,,True
334,8051,MUSEUMS,This D.C. medical center houses the National Museum of Health & Medicine,Walter Reed,2000,,True
335,8051,QUOTATIONS,"This aviatrix said, ""The woman who can create her own job is the woman who will win fame and fortune""",Amelia Earhart,400,,True
336,8051,QUOTATIONS,"About this film director, Norman Bel Geddes said, ""CB lacked a sense of humor""",De Mille,800,,True
337,8051,QUOTATIONS,"In 1923 this humorist said, ""If you ever injected truth into politics, you have no politics""",Will Rogers,1200,,True
338,8051,QUOTATIONS,"Benjamin Franklin said, ""Three may keep a secret, if two of them are"" this",dead,1600,,True
339,8051,QUOTATIONS,"It's said Woodrow Wilson called this Garfield V.P. & later president ""a nonentity with side whiskers""",Chester Arthur,2000,,True
340,8051,KINGS,In 1263 Alexander III of this country fought the Norwegians over possession of the Hebrides,Scotland,400,,True
341,8051,KINGS,"4 days after Iraq invaded Kuwait, this Saudi king authorized deployment of U.S. troops to his land",King Fahd,800,,True
342,8051,KINGS,"This king of England's nickname ""The Unready"" comes from Old English unraed, meaning he lacked advice",Ethelred,1200,,True
343,8051,KINGS,"In 1925, due to his liaison with Magda Lupescu, Carol II had to renounce rights to this country's throne",Romania,1600,,True
344,8051,KINGS,Mongkut & his son Chulalongkorn are generally regarded as this country's greatest kings,Siam (or Thailand),2000,,True
345,8051,LANGUAGES,Native speakers of this North Germanic language call it Svensk,Swedish,400,,True
346,8051,LANGUAGES,"Modern standard Chinese, also known as this language, has 4 tones",Mandarin,800,,True
347,8051,LANGUAGES,"Most Haitians speak Haitian Creole, based largely on this language",French,1200,,True
348,8051,LANGUAGES,Hindi is based on the Khari Boli dialect but borrowed many elements from this classical language,Sanskrit,1600,,True
